Name,Team,W,L,QS,ERA,G,GS,SV,HLD,IP,TBF,H,R,ER,HR,BB,IBB,HBP,SO,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,GB%,HR/FB,FIP,WAR,RA9-WAR,ADP,InterSD,InterSK,IntraSD,PlayerId
"Max Kuhns",,0.0473,0.0507,0,4.56183,1,0,0,0,1,4.392,0.9648,0.5438,0.50687,0.139889,0.4834,,0.043,0.8908,8.0172,4.3506,1.84278,1.259,0.202823,0.110064,0.09275956451892853,0.249586,1.4482,0.290983,0.722159,0.408609,,4.78264,-0.00316131,-0.0460026,999,,,,"sa918473"
"Collin Wiles",,0.0461,0.0518,0,4.54923,1,0,0,0,1,4.303,1.0977,0.5436,0.50547,0.147556,0.2459,,0.0436,0.6735,6.0615,2.2131,2.73892,1.328,0.156519,0.0571462,0.09937253221869469,0.273502,1.3436,0.297623,0.703592,0.428014,,4.6062,-0.00317064,-0.0476342,999,,,,"15106"
"Jimmy Nelson",,0.0469,0.0525,0.0038,4.49874,0.953,0.01,0,0,1,4.406,0.9377,0.5354,0.49986,0.131556,0.4976,,0.058,0.969,8.721,4.4784,1.94735,1.184,0.219927,0.112937,0.10699045658111572,0.243533,1.4353,0.29316,0.719274,0.389001,,4.6055,-0.00317291,-0.0476438,999,,,,"10547"
"Alex Hoppe","BOS",0.0458,0.0522,0,4.74696,1,0,0,0,1,4.446,1.0633,0.5698,0.52744,0.116444,0.4706,,0.0427,0.761,6.849,4.2354,1.61708,1.048,0.171165,0.105848,0.06531712412834167,0.270374,1.5339,0.30991,0.703272,0.489197,,4.69816,-0.00317836,-0.0426125,999,,,,"sa3020836"
"Shane McCarthy",,0.0463,0.0516,0,4.52835,1,0,0,0,1,4.363,1.0003,0.5393,0.50315,0.139778,0.4065,,0.042,0.861,7.749,3.6585,2.11808,1.258,0.197341,0.0931698,0.10417144000530243,0.255537,1.4068,0.295334,0.716284,0.399993,,4.60709,-0.00318075,-0.0476342,999,,,,"sa915740"
"Chad Kuhl",,0.0469,0.0524,0.0035,4.46067,0.9538,0.0098,0,0,1,4.368,0.9996,0.5327,0.49563,0.136556,0.4065,,0.0556,0.8665,7.7985,3.6585,2.13161,1.229,0.198375,0.0930632,0.10531134903430939,0.255921,1.4061,0.29731,0.718894,0.418997,,4.595,-0.00318628,-0.0476438,999,,,,"14975"
"Will Stewart",,0.047,0.051,0,4.32054,1,0,0,0,1,4.437,1.0435,0.5242,0.48006,0.102778,0.4652,,0.0541,0.7262,6.5358,4.1868,1.56105,0.925,0.163669,0.104846,0.05882353335618973,0.266355,1.5087,0.304567,0.721345,0.514997,,4.60809,-0.00319211,-0.0476342,999,,,,"sa875247"
"Matt Brill",,0.0447,0.0533,0,4.49361,1,0,0,0,1,4.427,0.9966,0.5404,0.49929,0.116778,0.5016,,0.0495,0.821,7.389,4.5144,1.63676,1.051,0.185453,0.113305,0.0721481665968895,0.257127,1.4982,0.299451,0.717608,0.470994,,4.69589,-0.00319433,-0.0469474,999,,,,"sa738328"
"Brandan Bidois","PIT",0.0448,0.0532,0,4.61007,1,0,0,0,1,4.427,0.9686,0.5478,0.51223,0.130778,0.4974,,0.0495,0.9369,8.4321,4.4766,1.88359,1.177,0.211633,0.112356,0.09927716851234436,0.249633,1.466,0.297901,0.715716,0.384071,,4.63349,-0.00320846,-0.0445637,999,,,,"sa3015277"
"Norge Ruiz",,0.046,0.052,0,4.55652,1,0,0,0,1,4.373,1.0823,0.5476,0.50628,0.127556,0.3576,,0.0394,0.7022,6.3198,3.2184,1.96365,1.148,0.160576,0.0817745,0.078801728785038,0.272208,1.4399,0.303455,0.707432,0.473996,,4.6113,-0.0032286,-0.0476342,999,,,,"19580"
"Trevin Michael","DET",0.0464,0.0543,0.0081,4.3479,0.9027,0.0207,0,0,1,4.336,0.972,0.5181,0.4831,0.136,0.3894,,0.0398,0.8671,7.8039,3.5046,2.22676,1.224,0.199977,0.0898063,0.11017066240310669,0.248797,1.3614,0.287909,0.720154,0.378791,,4.48788,-0.00325117,-0.0502576,999,,,,"sa3020400"
"Nick Avila",,0.0464,0.0516,0,4.52052,1,0,0,0,1,4.357,1.0081,0.5386,0.50228,0.140889,0.3929,,0.0386,0.8496,7.6464,3.5361,2.16238,1.268,0.194997,0.0901767,0.10481984168291092,0.256808,1.401,0.295471,0.716425,0.402003,,4.59334,-0.00325771,-0.0476246,999,,,,"25667"
"Keyshawn Askew","TBR",0.0468,0.0511,0,4.14729,1,0,0,0,1,4.425,0.9572,0.502,0.46081,0.103111,0.5013,,0.0781,0.8906,8.0154,4.5117,1.77658,0.928,0.201266,0.113288,0.08797740191221237,0.248908,1.4585,0.299482,0.72785,0.484478,,4.46392,-0.00326641,-0.0524741,999,,,,"sa3017916"
"Johan Quezada",,0.0443,0.0537,0,4.56687,1,0,0,0,1,4.429,0.9898,0.5462,0.50743,0.122667,0.4993,,0.0431,0.8885,7.9965,4.4937,1.77949,1.104,0.20061,0.112734,0.0878753662109375,0.25467,1.4891,0.301566,0.715746,0.434073,,4.61135,-0.003267,-0.0447593,999,,,,"20643"
"Zane Morehouse","CLE",0.047,0.0509,0,4.40298,1,0,0,0,1,4.384,0.9915,0.5281,0.48922,0.125333,0.4328,,0.0493,0.8791,7.9119,3.8952,2.03119,1.128,0.200525,0.0987226,0.10180201381444931,0.254107,1.4243,0.298939,0.71763,0.44521,,4.48391,-0.00326857,-0.0503271,999,,,,"sa3023062"
"Anthony Swarzak",,0.0461,0.0518,0,4.58109,1,0,0,0,1,4.322,1.0389,0.5435,0.50901,0.153556,0.3147,,0.0443,0.8119,7.3071,2.8323,2.57992,1.382,0.187853,0.0728135,0.11503933370113373,0.26215,1.3536,0.295357,0.711474,0.38099,,4.6159,-0.00328088,-0.0476342,999,,,,"7466"
"Connor Johnstone",,0.0461,0.0518,0,4.52484,1,0,0,0,1,4.365,1.0696,0.5435,0.50276,0.128889,0.3571,,0.0416,0.711,6.399,3.2139,1.99104,1.16,0.162887,0.0818099,0.08107676357030869,0.269672,1.4267,0.300892,0.708683,0.465007,,4.61614,-0.00328353,-0.0476342,999,,,,"sa3004190"
"Jack Weisenburger","ATH",0.0462,0.0517,0,4.30902,1,0,0,0,1,4.365,0.9308,0.5143,0.47878,0.124111,0.4858,,0.0429,0.9297,8.3673,4.3722,1.91375,1.117,0.21299,0.111294,0.10169530659914017,0.24263,1.4166,0.289916,0.725996,0.388775,,4.50662,-0.00328569,-0.0515791,999,,,,"sa3011607"
"José Ureña",,0.0492,0.0583,0.0281,4.46301,0.6644,0.0714,0,0,1,4.344,1.0603,0.5366,0.49589,0.129,0.3494,,0.0401,0.7427,6.6843,3.1446,2.12564,1.161,0.170971,0.0804328,0.09053866565227509,0.268125,1.4097,0.302096,0.710357,0.470019,,4.52658,-0.00328754,-0.0476342,999,,,,"11589"
"Luis Amaya",,0.047,0.051,0,4.36716,1,0,0,0,1,4.401,1.0016,0.5247,0.48524,0.122333,0.4529,,0.0479,0.8213,7.3917,4.0761,1.81342,1.101,0.186617,0.102908,0.0837082639336586,0.256807,1.4545,0.297395,0.724576,0.444003,,4.61661,-0.00328896,-0.0476342,999,,,,"sa872809"
"Raul Brito","SDP",0.0484,0.0527,0.0089,4.45779,0.8887,0.0237,0,0,1,4.372,0.9829,0.5334,0.49531,0.132556,0.4415,,0.0533,0.8581,7.7229,3.9735,1.9436,1.193,0.196272,0.100984,0.09528818726539612,0.253508,1.4244,0.294589,0.719232,0.435396,,4.6579,-0.00329755,-0.0502027,999,,,,"sa928287"
"Chris Devenski","NYM",2.2426,2.46,0,4.3431,48,0,0,0.6461,48,205.832,45.7897,24.7583,23.1632,7.28,16.5367,,1.8508,44.16,8.28,3.10063,2.67042,1.365,0.214544,0.0803408,0.13420313596725464,0.244284,1.29847,0.28315,0.720601,0.365987,,4.44737,-0.0032988,-0.116804,999,,,,"12763"
"Conner Greene",,0.0465,0.0524,0.0026,4.54905,0.967,0.007,0,0,1,4.383,0.9777,0.5407,0.50545,0.138444,0.4442,,0.0467,0.9101,8.1909,3.9978,2.04885,1.246,0.207643,0.101346,0.10629705339670181,0.251201,1.4219,0.295143,0.717544,0.384986,,4.61876,-0.00330309,-0.0476246,999,,,,"16455"
"Ryan Conroy",,0.0463,0.0516,0,4.49937,1,0,0,0,1,4.399,1.0072,0.5393,0.49993,0.125556,0.4435,,0.051,0.8318,7.4862,3.9915,1.87554,1.13,0.189088,0.100818,0.08827005326747894,0.257959,1.4507,0.299152,0.714867,0.447009,,4.6186,-0.00331156,-0.0476342,999,,,,"sa3007906"
"Robbie Hitt",,0.0461,0.0519,0,4.54392,1,0,0,0,1,4.399,1.0219,0.5441,0.50488,0.127333,0.4203,,0.0583,0.8187,7.3683,3.7827,1.94789,1.146,0.18611,0.0955444,0.09056603908538818,0.260662,1.4422,0.300759,0.71056,0.446001,,4.62021,-0.00332986,-0.0476342,999,,,,"sa3004463"
"Lucas Jacobsen",,0.0481,0.0544,0.0134,4.42098,0.8417,0.0337,0,0,1,4.402,0.9955,0.5299,0.49122,0.126444,0.4567,,0.048,0.852,7.668,4.1103,1.86556,1.138,0.193548,0.103748,0.08980009704828262,0.255433,1.4522,0.297738,0.723272,0.430986,,4.62036,-0.0033315,-0.0476342,999,,,,"sa918634"
"Ben Holmes",,0.0427,0.0552,0,4.545,1,0,0,0,1,4.382,0.9832,0.5392,0.505,0.153222,0.43,,0.0484,0.8787,7.9083,3.87,2.04349,1.379,0.200525,0.0981287,0.1023961678147316,0.25187,1.4132,0.289022,0.72913,0.366784,,4.83617,-0.00334275,-0.0474969,999,,,,"sa549147"
"Jimmy Yacabonis",,0.0466,0.0514,0,4.32333,1,0,0,0,1,4.363,0.9766,0.5181,0.48037,0.132222,0.4132,,0.0489,0.872,7.848,3.7188,2.11036,1.19,0.199862,0.0947055,0.10515700280666351,0.250352,1.3898,0.291499,0.723589,0.426515,,4.52767,-0.00334278,-0.0514556,999,,,,"15157"
"Ryan Jensen","MIN",0.0478,0.0565,0.0176,4.49406,0.779,0.047,0,0,1,4.467,0.9506,0.5396,0.49934,0.112556,0.5743,,0.0495,0.95,8.55,5.1687,1.65419,1.013,0.212671,0.128565,0.08410567045211792,0.247346,1.5249,0.301385,0.720606,0.45553,,4.6011,-0.00334988,-0.0491612,999,,,,"sa3011496"
"Nelvin Correa",,0.0463,0.0517,0,4.50594,1,0,0,0,1,4.388,1.0119,0.5397,0.50066,0.128778,0.4342,,0.0409,0.8219,7.3971,3.9078,1.89291,1.159,0.187306,0.0989517,0.08835460245609283,0.258606,1.4461,0.298128,0.716063,0.439994,,4.62209,-0.00335119,-0.0476342,999,,,,"sa3003103"
"Charles King","PHI",0.0471,0.0513,0.0011,4.62294,0.986,0.003,0,0,1,4.379,0.9974,0.5508,0.51366,0.143778,0.4358,,0.0458,0.8407,7.5663,3.9222,1.9291,1.294,0.191984,0.0995204,0.09246402978897095,0.255914,1.4332,0.293047,0.716285,0.412637,,4.79899,-0.00335329,-0.0460121,999,,,,"sa3023436"
"Andrew Lee",,0.0463,0.0517,0,4.53015,1,0,0,0,1,4.392,0.985,0.5402,0.50335,0.134111,0.4485,,0.0486,0.8894,8.0046,4.0365,1.98305,1.207,0.202505,0.102117,0.10038705915212631,0.252895,1.4335,0.296334,0.717081,0.408995,,4.62242,-0.00335499,-0.0476342,999,,,,"sa856275"
"Chase Cohen","ATH",0.0463,0.0517,0,4.2669,1,0,0,0,1,4.376,0.9675,0.5138,0.4741,0.111556,0.4787,,0.0438,0.8352,7.5168,4.3083,1.74473,1.004,0.190859,0.109392,0.08146709948778152,0.25107,1.4462,0.294468,0.722778,0.45208,,4.5138,-0.00335992,-0.0515695,999,,,,"sa3007477"
"Bernie Martinez",,0.0462,0.0517,0,4.53978,1,0,0,0,1,4.344,1.0277,0.541,0.50442,0.142778,0.3573,,0.0446,0.8024,7.2216,3.2157,2.24573,1.285,0.184715,0.0822514,0.10246317088603973,0.260699,1.385,0.295277,0.712169,0.406985,,4.62349,-0.00336711,-0.0476342,999,,,,"sa3010142"
"Ryan Middendorf","MIL",0.0464,0.0516,0,4.48479,1,0,0,0,1,4.376,1.0283,0.5379,0.49831,0.132222,0.38,,0.0636,0.7855,7.0695,3.42,2.06711,1.19,0.179502,0.0868373,0.09266453981399536,0.261494,1.4083,0.297238,0.711583,0.454308,,4.64517,-0.0033755,-0.0470502,999,,,,"sa3019506"
"Robert Dugger","ATH",0.0478,0.0561,0.0177,4.28337,0.7939,0.0439,0,0,1,4.308,0.999,0.5144,0.47593,0.126111,0.3769,,0.0335,0.7614,6.8526,3.3921,2.02016,1.135,0.176741,0.0874884,0.08925255388021469,0.256312,1.3759,0.289988,0.718309,0.431416,,4.51432,-0.00337629,-0.0515791,999,,,,"19191"
"Kolton Ingram","ATL",0.0501,0.0479,0,4.275,1,0,0,0,1,4.405,0.9746,0.5145,0.475,0.116444,0.485,,0.0516,0.8933,8.0397,4.365,1.84186,1.048,0.202792,0.110102,0.0926901176571846,0.251939,1.4596,0.300195,0.728919,0.453418,,4.50346,-0.00338062,-0.046237,999,,,,"26068"
"Ike Schlabach",,0.0469,0.0511,0,4.41216,1,0,0,0,1,4.384,0.9812,0.5267,0.49024,0.133778,0.447,,0.0436,0.875,7.875,4.023,1.95749,1.204,0.199589,0.101962,0.09762775152921677,0.252016,1.4282,0.293772,0.726482,0.398989,,4.62739,-0.00341142,-0.0476342,999,,,,"sa875796"
"Trey McGough","CHW",1.4151,1.7196,0,4.233,32,0,0,0.5825,32,138.408,31.1914,16.2134,15.0507,4.40178,12.9045,,1.1888,27.7502,7.80474,3.62939,2.15043,1.238,0.200496,0.0932352,0.10726041346788406,0.250907,1.378,0.290677,0.735038,0.411788,,4.54156,-0.00343485,0.0713532,999,,,,"sa1170436"
"Brian Moran",,0.0469,0.0511,0,4.40892,1,0,0,0,1,4.338,1.0183,0.5262,0.48988,0.141,0.3475,,0.0579,0.7927,7.1343,3.1275,2.28115,1.269,0.182734,0.080106,0.1026279404759407,0.258938,1.3658,0.292541,0.71859,0.402,,4.63028,-0.00344424,-0.0476342,999,,,,"9646"
"Blake Rogers",,0.0462,0.0518,0,4.57983,1,0,0,0,1,4.357,0.9845,0.5423,0.50887,0.149444,0.3983,,0.0481,0.9084,8.1756,3.5847,2.28069,1.345,0.208492,0.0914161,0.11707597225904465,0.251752,1.3828,0.292719,0.716186,0.360003,,4.63166,-0.00345989,-0.0476342,999,,,,"sa876290"
"Hunter Schryver",,0.0426,0.0553,0,4.53267,1,0,0,0,1,4.419,1.0077,0.5419,0.50363,0.137111,0.4581,,0.0527,0.8171,7.3539,4.1229,1.78367,1.234,0.184906,0.103666,0.08124009519815445,0.257842,1.4658,0.294716,0.725285,0.424117,,4.84712,-0.00346307,-0.0474969,999,,,,"sa873263"
"Jonathan Holder",,0.046,0.0519,0,4.56516,1,0,0,0,1,4.386,1.0262,0.5456,0.50724,0.132778,0.4074,,0.0486,0.814,7.326,3.6666,1.99804,1.195,0.185591,0.0928865,0.09270405024290085,0.26112,1.4336,0.299482,0.711703,0.43101,,4.63259,-0.00347049,-0.0476342,999,,,,"16588"
"Blake Workman",,0.0462,0.0517,0,4.57209,1,0,0,0,1,4.331,1.0044,0.5414,0.50801,0.153556,0.3563,,0.0426,0.8626,7.7634,3.2067,2.42099,1.382,0.199169,0.0822674,0.11690142750740051,0.255436,1.3607,0.29179,0.715095,0.361009,,4.6342,-0.00348879,-0.0476342,999,,,,"sa3007856"
"Jake Reindl",,0.0466,0.0513,0,4.46427,1,0,0,0,1,4.419,0.933,0.5323,0.49603,0.129333,0.513,,0.0624,0.9698,8.7282,4.617,1.89045,1.164,0.219461,0.11609,0.10337179899215698,0.242741,1.446,0.292832,0.722331,0.399993,,4.63441,-0.00349119,-0.0476342,999,,,,"sa3011523"
"A.J. Puckett",,0.0475,0.0564,0.0167,4.56345,0.7939,0.0439,0,0,1,4.378,1.0501,0.5473,0.50705,0.130222,0.38,,0.0501,0.7571,6.8139,3.42,1.99237,1.172,0.172933,0.0867976,0.08613522350788116,0.26599,1.4301,0.300557,0.707491,0.457004,,4.63547,-0.00349296,-0.0476246,999,,,,"sa738686"
"Anderson Munoz",,0.0462,0.0517,0,4.5495,1,0,0,0,1,4.388,0.9751,0.541,0.5055,0.138778,0.4486,,0.0485,0.9131,8.2179,4.0374,2.03544,1.249,0.20809,0.102233,0.10585688054561615,0.25061,1.4237,0.294581,0.717986,0.388994,,4.63569,-0.00350571,-0.0476342,999,,,,"sa3007840"
"Tyler Beede",,0.0464,0.0515,0,4.47588,1,0,0,0,1,4.403,1.0105,0.5369,0.49732,0.124556,0.4251,,0.0553,0.8455,7.6095,3.8259,1.98894,1.121,0.192028,0.0965478,0.09548035264015198,0.25761,1.4356,0.300061,0.712563,0.450002,,4.5359,-0.00350811,-0.0476342,999,,,,"16981"
"Carlos Espinosa","LAA",0.0457,0.0523,0,4.66776,1,0,0,0,1,4.411,1.0001,0.5565,0.51864,0.141556,0.4697,,0.0407,0.8778,7.9002,4.2273,1.86885,1.274,0.199003,0.106484,0.09251870959997177,0.256396,1.4698,0.297977,0.718216,0.42102,,4.7823,-0.00351464,-0.0465893,999,,,,"sa3019549"
"Sam McWilliams","MIL",0.0487,0.0583,0.0257,4.54482,0.6825,0.0675,0,0,1,4.382,0.9528,0.5403,0.50498,0.145667,0.4628,,0.0446,0.9624,8.6616,4.1652,2.07952,1.311,0.219626,0.105614,0.11401186883449554,0.245909,1.4156,0.291749,0.722393,0.385873,,4.65755,-0.00351507,-0.0470502,999,,,,"sa829124"
"Jose Quezada",,0.0474,0.0505,0,4.46607,1,0,0,0,1,4.376,0.9877,0.5347,0.49623,0.131667,0.4468,,0.0498,0.8452,7.6068,4.0212,1.89167,1.185,0.193144,0.102102,0.09104204922914505,0.254601,1.4345,0.294926,0.719744,0.437365,,4.67755,-0.00352221,-0.0502027,999,,,,"sa3008375"
"Hunter McMahon",,0.0461,0.0519,0,4.53591,1,0,0,0,1,4.367,1.0761,0.545,0.50399,0.128667,0.347,,0.0482,0.6937,6.2433,3.123,1.99914,1.158,0.15885,0.0794596,0.07939089089632034,0.270935,1.4231,0.300827,0.706455,0.468999,,4.63735,-0.00352451,-0.0476342,999,,,,"sa3010658"
"JC Ramírez",,0.0479,0.0598,0.028,4.67694,0.6562,0.0732,0,0,1,4.406,1.0507,0.5595,0.51966,0.128889,0.4059,,0.0487,0.7948,7.1532,3.6531,1.95812,1.16,0.18039,0.0921244,0.08826600015163422,0.265906,1.4566,0.304458,0.702971,0.450539,,4.61624,-0.00353237,-0.0491708,999,,,,"8302"
"Justin Bruihl",,0.0473,0.0507,0,4.31496,1,0,0,0,1,4.384,1.0149,0.5189,0.47944,0.119556,0.4057,,0.0667,0.799,7.191,3.6513,1.96944,1.076,0.182254,0.0925411,0.08971259742975235,0.259459,1.4206,0.299142,0.719505,0.451987,,4.5399,-0.00354332,-0.0476246,999,,,,"23779"
"Jason Bahr",,0.0461,0.0519,0,4.58001,1,0,0,0,1,4.386,0.9912,0.5448,0.50889,0.139556,0.4403,,0.0402,0.8902,8.0118,3.9627,2.0218,1.256,0.202964,0.100388,0.10257638990879059,0.253796,1.4315,0.296147,0.717324,0.39399,,4.6418,-0.00357512,-0.0476342,999,,,,"sa3004744"
"D.J. Snelten",,0.0479,0.0501,0,4.32315,1,0,0,0,1,4.439,0.9318,0.5181,0.48035,0.131,0.5378,,0.0467,0.9612,8.6508,4.8402,1.78728,1.179,0.216535,0.121153,0.09538184106349945,0.241743,1.4696,0.289903,0.739776,0.414647,,4.70058,-0.00357599,-0.0493168,999,,,,"15949"
"Taylor Broadway","BOS",0.0464,0.0556,0.0103,4.86171,0.8574,0.0304,0,0,1,4.367,1.0468,0.575,0.54019,0.153222,0.3729,,0.0373,0.8281,7.4529,3.3561,2.2207,1.379,0.189627,0.0853904,0.10423632711172104,0.264557,1.4197,0.300314,0.700886,0.377187,,4.73277,-0.00357927,-0.0426222,999,,,,"sa3017205"
"Kyle McGowin",,0.0462,0.0517,0,4.56102,1,0,0,0,1,4.31,1.0189,0.541,0.50678,0.153111,0.3286,,0.0426,0.8139,7.3251,2.9574,2.47687,1.378,0.18884,0.0762413,0.11259861290454865,0.258683,1.3475,0.291336,0.711736,0.376007,,4.64272,-0.0035856,-0.0476342,999,,,,"15071"
"Pablo Garabitos",,0.0469,0.0511,0,4.4163,1,0,0,0,1,4.386,0.9862,0.5275,0.4907,0.137556,0.4345,,0.049,0.8699,7.8291,3.9105,2.00207,1.238,0.198336,0.0990652,0.09927039593458176,0.25271,1.4207,0.293137,0.727289,0.407564,,4.6654,-0.00360363,-0.0470502,999,,,,"sa3007787"
"Brendan Hardy",,0.0464,0.0516,0,4.50378,1,0,0,0,1,4.407,0.9606,0.5371,0.50042,0.131778,0.4813,,0.0553,0.9225,8.3025,4.3317,1.91668,1.186,0.209326,0.109213,0.10011345893144608,0.248191,1.4419,0.294313,0.719574,0.406004,,4.64439,-0.00360453,-0.0476342,999,,,,"sa3008290"
"Chase Anderson","TEX",0.0463,0.0523,0.0016,4.71006,0.9769,0.0049,0,0,1,4.344,1.0113,0.556,0.52334,0.172111,0.3433,,0.0502,0.834,7.506,3.0897,2.42936,1.549,0.191989,0.0790286,0.11296040564775467,0.255993,1.3546,0.285013,0.717105,0.343454,,4.91642,-0.00361274,-0.0485207,999,,,,"6895"
"Zach Lee",,0.0423,0.0557,0,5.20074,1,0,0,0,1,4.439,1.1057,0.6157,0.57786,0.157556,0.3995,,0.0412,0.8023,7.2207,3.5955,2.00826,1.418,0.180739,0.0899977,0.09074115008115768,0.276543,1.5052,0.312049,0.692421,0.418555,,4.9322,-0.00361657,-0.0353161,999,,,,"11468"
"Cole McDonald","HOU",0.0476,0.0504,0,4.50585,1,0,0,0,1,4.398,0.9731,0.5392,0.50065,0.128333,0.4835,,0.0454,0.9023,8.1207,4.3515,1.86618,1.155,0.205161,0.109936,0.09522511065006256,0.251506,1.4566,0.297614,0.71844,0.43705,,4.61691,-0.00361674,-0.0496947,999,,,,"sa3010652"
"Lucas Wepf","LAD",0.0487,0.0493,0,4.59855,1,0,0,0,1,4.376,0.96,0.545,0.51095,0.154111,0.4486,,0.0488,0.9538,8.5842,4.0374,2.12617,1.387,0.217962,0.102514,0.11544791609048843,0.247512,1.4086,0.290862,0.723984,0.373687,,4.75452,-0.00361812,-0.048589,999,,,,"sa3020704"
"Brayan Perez",,0.0468,0.0512,0,4.38759,1,0,0,0,1,4.399,1.0582,0.5297,0.48751,0.116667,0.4022,,0.0509,0.6982,6.2838,3.6198,1.73595,1.05,0.158718,0.0914299,0.06728801876306534,0.268177,1.4604,0.30071,0.717542,0.481994,,4.64605,-0.00362333,-0.0476342,999,,,,"sa3006100"
"Kazuhisa Makita",,0.0458,0.0525,0.001,4.63563,0.9876,0.0026,0,0,1,4.34,1.0503,0.5513,0.51507,0.147778,0.3318,,0.044,0.7838,7.0542,2.9862,2.36227,1.33,0.180599,0.0764516,0.10414746403694153,0.264946,1.3821,0.297605,0.706937,0.402012,,4.64739,-0.0036386,-0.0476342,999,,,,"19757"
"Nicholas Regalado","KCR",0.0465,0.055,0.0092,4.75344,0.878,0.026,0,0,1,4.448,1.035,0.5677,0.52816,0.122556,0.4745,,0.0488,0.8194,7.3746,4.2705,1.72687,1.103,0.184218,0.106677,0.07754047214984894,0.263714,1.5095,0.305908,0.703927,0.437214,,4.6908,-0.00364417,-0.0439733,999,,,,"sa3020184"
"Matt Peacock",,0.046,0.052,0,4.53159,1,0,0,0,1,4.376,1.1127,0.5463,0.50351,0.125556,0.3411,,0.0376,0.6427,5.7843,3.0699,1.8842,1.13,0.146869,0.0779479,0.06892138719558716,0.278363,1.4538,0.305708,0.710082,0.492989,,4.6494,-0.00365122,-0.0476246,999,,,,"20339"
"Jake Sanchez",,0.0473,0.0507,0,4.53627,1,0,0,0,1,4.346,0.9789,0.5385,0.50403,0.148667,0.414,,0.0422,0.8896,8.0064,3.726,2.14879,1.338,0.204694,0.09526,0.10943394899368286,0.251658,1.3929,0.291153,0.721155,0.380455,,4.68855,-0.00365821,-0.0502121,999,,,,"sa739743"
"Patrick Halligan","ATL",0.0501,0.0499,0.0056,4.446,0.9299,0.0149,0,0,1,4.352,1.0026,0.5314,0.494,0.134556,0.3981,,0.0424,0.8548,7.6932,3.5829,2.1472,1.211,0.196415,0.0914752,0.1049402505159378,0.256321,1.4007,0.297057,0.717054,0.42294,,4.5276,-0.00366082,-0.046237,999,,,,"sa3017319"
"Osiris German",,0.0463,0.0517,0,4.52394,1,0,0,0,1,4.371,1.0172,0.5406,0.50266,0.135556,0.3956,,0.0497,0.8076,7.2684,3.5604,2.04146,1.22,0.184763,0.0905056,0.09425761550664902,0.259113,1.4128,0.295601,0.713151,0.425004,,4.6494,-0.00366144,-0.0476342,999,,,,"sa3003046"
"Cristian Hernandez","NYY",0.048,0.0525,0.0072,4.47381,0.9085,0.0195,0,0,1,4.326,0.9964,0.5319,0.49709,0.159556,0.3384,,0.0494,0.8464,7.6176,3.0456,2.50118,1.436,0.195654,0.0782247,0.11742949485778809,0.253009,1.3348,0.285394,0.722408,0.382599,,4.7113,-0.00366367,-0.0492879,999,,,,"sa3005836"
"Reid Schaller","WSN",0.0445,0.0534,0,4.56966,1,0,0,0,1,4.371,0.9897,0.5438,0.50774,0.141333,0.425,,0.0501,0.8453,7.6077,3.825,1.98894,1.272,0.193388,0.0972318,0.09615649282932281,0.254036,1.4147,0.291608,0.71571,0.396615,,4.73851,-0.00367606,-0.0469474,999,,,,"sa3008023"
"Brandon Finnegan",,0.0435,0.0628,0.0236,4.60827,0.7122,0.0612,0,0,1,4.408,1.0021,0.5494,0.51203,0.144556,0.4583,,0.0424,0.8405,7.5645,4.1247,1.83395,1.301,0.190676,0.10397,0.0867059975862503,0.256469,1.4604,0.293454,0.724153,0.407226,,4.8668,-0.00367913,-0.0474969,999,,,,"16208"
"Ricardo Pinto",,0.0464,0.0515,0,4.44933,1,0,0,0,1,4.382,1.0705,0.5368,0.49437,0.117556,0.3762,,0.0493,0.7101,6.3909,3.3858,1.88756,1.058,0.162049,0.0858512,0.07619808614253998,0.270567,1.4467,0.304568,0.709683,0.494994,,4.551,-0.00367961,-0.0476342,999,,,,"16318"
"Jace Vines",,0.0461,0.0518,0,4.55382,1,0,0,0,1,4.386,0.9996,0.5432,0.50598,0.135889,0.4344,,0.0429,0.8564,7.7076,3.9096,1.97145,1.223,0.195258,0.0990424,0.09621523320674896,0.255737,1.434,0.296155,0.716218,0.412012,,4.65214,-0.00369248,-0.0476342,999,,,,"sa917985"
"Robbie Erlin",,0.0468,0.0512,0,4.43583,1,0,0,0,1,4.337,1.0375,0.5297,0.49287,0.142444,0.3394,,0.0429,0.7564,6.8076,3.0546,2.22864,1.282,0.174406,0.0782569,0.09614941477775574,0.262346,1.3769,0.292899,0.719504,0.404994,,4.65236,-0.00369501,-0.0476342,999,,,,"10354"
"Patrick Ruotolo",,0.0466,0.0514,0,4.50342,1,0,0,0,1,4.346,0.9663,0.5339,0.50038,0.148778,0.4075,,0.0456,0.9036,8.1324,3.6675,2.21742,1.339,0.207915,0.0937644,0.11415092647075653,0.248221,1.3738,0.287807,0.720628,0.359987,,4.65269,-0.00369879,-0.0476342,999,,,,"sa856262"
"Brent Killam",,0.0462,0.0518,0,4.59387,1,0,0,0,1,4.359,1.0078,0.5446,0.51043,0.157556,0.3732,,0.0573,0.853,7.677,3.3588,2.28564,1.418,0.195687,0.085616,0.1100711077451706,0.256536,1.381,0.291385,0.720772,0.369637,,4.8002,-0.00371289,-0.0465893,999,,,,"sa3014927"
