Name,Team,W,L,QS,ERA,G,GS,SV,HLD,IP,TBF,H,R,ER,HR,BB,IBB,HBP,SO,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,GB%,HR/FB,FIP,WAR,RA9-WAR,ADP,InterSD,InterSK,IntraSD,PlayerId
"Josh Dye",,0.0494,0.0562,0.0233,4.38435,0.7328,0.0568,0,0,1,4.34,1.0507,0.5263,0.48715,0.131778,0.3397,,0.0442,0.7372,6.6348,3.0573,2.17015,1.186,0.169862,0.0782719,0.09158986061811447,0.26559,1.3904,0.297663,0.716554,0.442,,4.55689,-0.00260996,-0.0476342,999,,,,"sa3007485"
"Sean McLaughlin",,0.0472,0.0535,0.008,4.49982,0.9019,0.0209,0,0,1,4.351,1.0176,0.5371,0.49998,0.137556,0.3659,,0.0557,0.8292,7.4628,3.2931,2.26619,1.238,0.190577,0.0840956,0.10648128390312195,0.258971,1.3835,0.297047,0.71071,0.418012,,4.5611,-0.00265787,-0.0476342,999,,,,"sa659266"
"J.P. Feyereisen",,0.0461,0.0518,0,4.57488,1,0,0,0,1,4.348,1.0155,0.5435,0.50832,0.15,0.3662,,0.0363,0.7991,7.1919,3.2958,2.18214,1.35,0.183786,0.0842226,0.09956301748752594,0.257382,1.3817,0.288847,0.715371,0.375,,4.72578,-0.00265948,-0.0476246,999,,,,"16610"
"Bubby Rossman",,0.0475,0.0504,0,4.52187,1,0,0,0,1,4.359,0.9537,0.5375,0.50243,0.146556,0.4575,,0.0404,0.9144,8.2296,4.1175,1.99869,1.319,0.209773,0.104955,0.10481760650873184,0.247002,1.4112,0.288251,0.724448,0.3852,,4.7366,-0.00265976,-0.0460121,999,,,,"17179"
"Jordan Weems",,0.047,0.051,0,4.41,1,0,0,0,1,4.348,0.9579,0.5244,0.49,0.140556,0.4284,,0.0417,0.9485,8.5365,3.8556,2.21405,1.265,0.218146,0.0985281,0.11961820721626282,0.247015,1.3863,0.293076,0.724577,0.381993,,4.507,-0.00266093,-0.0476342,999,,,,"13190"
"Dugan Darnell","COL",0.0429,0.0576,0.0056,5.07618,0.9126,0.0186,0,0,1,4.437,1.0702,0.6019,0.56402,0.150556,0.4349,,0.0419,0.8546,7.6914,3.9141,1.96505,1.355,0.192608,0.0980167,0.09459094703197479,0.270239,1.5051,0.311212,0.697817,0.424124,,4.8449,-0.00267967,-0.0353257,999,,,,"sa3014876"
"Gerardo Carrillo","TEX",0.0471,0.0509,0,4.49631,1,0,0,0,1,4.39,0.9721,0.5362,0.49959,0.136667,0.4527,,0.0515,0.9109,8.1981,4.0743,2.01215,1.23,0.207494,0.103121,0.10437357425689697,0.250167,1.4248,0.29435,0.720409,0.407798,,4.63395,-0.00267985,-0.0485111,999,,,,"sa3002790"
"Noah Denoyer","BAL",0.0531,0.0578,0.0405,4.37364,0.5415,0.0975,0,0,1,4.327,0.9845,0.5231,0.48596,0.136889,0.3877,,0.043,0.8808,7.9272,3.4893,2.27186,1.232,0.203559,0.0896002,0.11395885795354843,0.252676,1.3722,0.294451,0.719238,0.419409,,4.47654,-0.00269255,-0.0510339,999,,,,"sa3011889"
"Jaden Woods","PIT",0.0465,0.0543,0.0086,4.38138,0.8969,0.0219,0,0,1,4.401,0.977,0.5243,0.48682,0.123444,0.4696,,0.049,0.869,7.821,4.2264,1.85051,1.111,0.197455,0.106703,0.09075210243463516,0.251648,1.4466,0.295352,0.724067,0.412148,,4.58906,-0.00271411,-0.0445732,999,,,,"sa3023064"
"James Bourque",,0.0466,0.0514,0,4.47102,1,0,0,0,1,4.401,0.9617,0.5336,0.49678,0.129222,0.486,,0.0457,0.9377,8.4393,4.374,1.92942,1.163,0.213065,0.110429,0.10263575613498688,0.248546,1.4477,0.297061,0.721588,0.411008,,4.56607,-0.00271436,-0.0476342,999,,,,"16668"
"Leon Hunter Jr.","SEA",0.0468,0.0512,0,4.09329,1,0,0,0,1,4.318,0.9514,0.4925,0.45481,0.124222,0.4118,,0.0386,0.8944,8.0496,3.7062,2.17193,1.118,0.207133,0.0953682,0.11176470667123795,0.245992,1.3632,0.290342,0.732118,0.434964,,4.34377,-0.00271758,0.0548585,999,,,,"sa3010260"
"Jackson Kelley","TEX",0.0477,0.0503,0,4.38318,1,0,0,0,1,4.361,0.9404,0.5224,0.48702,0.140333,0.4473,,0.0526,0.9264,8.3376,4.0257,2.07109,1.263,0.212428,0.102568,0.1098601296544075,0.243558,1.3877,0.286314,0.72639,0.389892,,4.63771,-0.00272202,-0.0485111,999,,,,"sa3020755"
"Shaun Anderson",,0.0477,0.0579,0.0216,4.63122,0.7295,0.0575,0,0,1,4.299,1.076,0.5507,0.51458,0.159778,0.2626,,0.0379,0.7023,6.3207,2.3634,2.67441,1.438,0.163364,0.061084,0.10227961465716362,0.269101,1.3386,0.292123,0.706693,0.393007,,4.74049,-0.00272404,-0.0476246,999,,,,"19453"
"Tim Naughton",,0.0467,0.0513,0,4.44582,1,0,0,0,1,4.38,0.9755,0.5312,0.49398,0.130444,0.4551,,0.0426,0.8942,8.0478,4.0959,1.96484,1.174,0.204155,0.103904,0.10025114566087723,0.251269,1.4306,0.295716,0.720686,0.416991,,4.56696,-0.00272446,-0.0476342,999,,,,"sa3004713"
"Mark Appel",,0.0463,0.0516,0,4.50297,1,0,0,0,1,4.373,1.0291,0.539,0.50033,0.130222,0.3885,,0.0508,0.8048,7.2432,3.4965,2.07156,1.172,0.184038,0.0888406,0.09519778937101364,0.261611,1.4176,0.299758,0.711251,0.439003,,4.56767,-0.00273255,-0.0476342,999,,,,"14823"
"Trevor Clifton",,0.0464,0.0516,0,4.5036,1,0,0,0,1,4.38,0.9961,0.5375,0.5004,0.132667,0.428,,0.0479,0.8755,7.8795,3.852,2.04556,1.194,0.199886,0.0977169,0.10216895490884781,0.255142,1.4241,0.298154,0.715943,0.416995,,4.56785,-0.00273457,-0.0476342,999,,,,"sa737901"
"Cole Ayers","NYY",0.0475,0.0505,0,4.39335,1,0,0,0,1,4.38,0.99,0.5268,0.48815,0.136111,0.4223,,0.046,0.8572,7.7148,3.8007,2.02984,1.225,0.195708,0.0964155,0.09929224103689194,0.253087,1.4123,0.292589,0.724783,0.437286,,4.62642,-0.00273658,-0.0492975,999,,,,"sa3018791"
"Derek Craft",,0.0464,0.0515,0,4.50198,1,0,0,0,1,4.38,0.9861,0.5368,0.50022,0.134,0.4371,,0.0468,0.8958,8.0622,3.9339,2.04942,1.206,0.204521,0.0997945,0.10472602397203445,0.253099,1.4232,0.297282,0.717384,0.407999,,4.56858,-0.00274291,-0.0476342,999,,,,"sa3006824"
"Adam Kolarek",,0.0469,0.051,0,4.33602,1,0,0,0,1,4.439,1.0491,0.5258,0.48178,0.104778,0.4464,,0.0562,0.7331,6.5979,4.0176,1.64225,0.943,0.16515,0.100563,0.06458662450313568,0.266513,1.4955,0.304765,0.718929,0.512013,,4.57019,-0.00276123,-0.0476342,999,,,,"10843"
"Garrett Williams",,0.0482,0.0523,0.0076,4.28256,0.9101,0.0191,0,0,1,4.433,0.9396,0.5148,0.47584,0.115333,0.5328,,0.0634,0.942,8.478,4.7952,1.76802,1.038,0.212497,0.120189,0.0923076868057251,0.244892,1.4724,0.296556,0.730472,0.441998,,4.57041,-0.00276376,-0.0476342,999,,,,"sa738512"
"Daulton Jefferies","PIT",0.0457,0.0565,0.0121,4.58253,0.8499,0.0319,0,0,1,4.335,1.0649,0.5461,0.50917,0.139,0.3124,,0.0454,0.7561,6.8049,2.8116,2.42029,1.251,0.174418,0.0720646,0.10235293209552765,0.267751,1.3773,0.300412,0.702799,0.411568,,4.53468,-0.00276838,-0.0445732,999,,,,"19345"
"Anderson Espinoza",,0.0468,0.0511,0,4.41216,1,0,0,0,1,4.357,0.9889,0.5278,0.49024,0.132444,0.4056,,0.0556,0.8503,7.6527,3.6504,2.0964,1.192,0.195157,0.0930916,0.10206564515829086,0.253837,1.3945,0.294006,0.716827,0.425992,,4.57126,-0.00277336,-0.0476342,999,,,,"18593"
"Jhan Mariñez",,0.0433,0.0614,0.0187,4.61646,0.7708,0.0488,0,0,1,4.36,1.0218,0.5499,0.51294,0.150778,0.3848,,0.0433,0.8137,7.3233,3.4632,2.11461,1.357,0.186628,0.0882569,0.09837157279253006,0.259874,1.4066,0.293528,0.716597,0.411206,,4.78349,-0.00277414,-0.0475066,999,,,,"5830"
"Tyler Pike",,0.0479,0.053,0.0088,4.36815,0.8969,0.0219,0,0,1,4.39,0.992,0.5237,0.48535,0.125889,0.445,,0.049,0.8566,7.7094,4.005,1.92494,1.133,0.195125,0.101367,0.09375853836536407,0.25462,1.437,0.297274,0.724407,0.429996,,4.57184,-0.00277994,-0.0476342,999,,,,"sa657974"
"Jake Palisch","CHW",0.0429,0.0551,0,4.46445,1,0,0,0,1,4.39,1.045,0.5361,0.49605,0.133444,0.4074,,0.0421,0.7321,6.5889,3.6666,1.79701,1.201,0.166765,0.0928018,0.07396355271339417,0.265195,1.4524,0.296445,0.724017,0.450396,,4.78556,-0.00278662,-0.0474969,999,,,,"sa3020249"
"Jack Leftwich","CLE",0.0479,0.0526,0.0072,4.40433,0.9101,0.0191,0,0,1,4.311,1.0132,0.5256,0.48937,0.142111,0.3337,,0.0395,0.8447,7.6023,3.0033,2.53132,1.279,0.195941,0.0774066,0.11853397637605667,0.257301,1.3469,0.295185,0.715453,0.409511,,4.44412,-0.00280036,-0.0503175,999,,,,"sa3018169"
"Peter Solomon",,0.0466,0.0513,0,4.45914,1,0,0,0,1,4.348,1.0098,0.5325,0.49546,0.137556,0.3835,,0.0392,0.8242,7.4178,3.4515,2.14915,1.238,0.189558,0.0882015,0.10135694593191147,0.257254,1.3933,0.294325,0.716902,0.413,,4.5744,-0.00280912,-0.0476342,999,,,,"20476"
"Cory Abbott",,0.0468,0.0512,0,4.473,1,0,0,0,1,4.316,0.964,0.5296,0.497,0.153111,0.3833,,0.0446,0.9324,8.3916,3.4497,2.43256,1.378,0.216033,0.0888091,0.12722428143024445,0.247936,1.3473,0.289336,0.721748,0.357019,,4.57582,-0.00281506,-0.0476246,999,,,,"20277"
"Eric Hanhold",,0.0464,0.0516,0,4.47273,1,0,0,0,1,4.403,1.0171,0.5378,0.49697,0.118889,0.4457,,0.0481,0.8092,7.2828,4.0113,1.81557,1.07,0.183784,0.101226,0.08255735039710999,0.260181,1.4628,0.301301,0.713539,0.470015,,4.57504,-0.00281633,-0.0476342,999,,,,"18332"
"Matt Seelinger","DET",0.046,0.052,0,4.3299,1,0,0,0,1,4.344,0.9416,0.5144,0.4811,0.136556,0.425,,0.0376,0.9397,8.4573,3.825,2.21106,1.229,0.216321,0.0978361,0.11848526448011398,0.242593,1.3666,0.286989,0.725016,0.352738,,4.4501,-0.00281666,-0.0502576,999,,,,"sa3004483"
"Tanner Kiest",,0.0468,0.0512,0,4.41063,1,0,0,0,1,4.388,0.9787,0.5287,0.49007,0.125,0.4576,,0.0506,0.8705,7.8345,4.1184,1.90232,1.125,0.198382,0.104284,0.0940975472331047,0.252255,1.4363,0.295982,0.719575,0.437994,,4.57508,-0.00281683,-0.0476342,999,,,,"sa738380"
"Gerardo Reyes",,0.046,0.052,0,4.62141,1,0,0,0,1,4.398,0.9371,0.5462,0.51349,0.150111,0.4819,,0.0495,0.9682,8.7138,4.3371,2.00913,1.351,0.220146,0.109573,0.11057300120592117,0.242358,1.419,0.286356,0.722012,0.336,,4.77572,-0.00282416,-0.0476342,999,,,,"16306"
"Zak Kent","CLE",0.0516,0.0603,0.0433,4.42314,0.5069,0.1049,0,0,1,4.342,1.0141,0.5306,0.49146,0.132333,0.3725,,0.0436,0.8445,7.6005,3.3525,2.26711,1.191,0.194496,0.08579,0.10870566219091415,0.25831,1.3866,0.298999,0.712542,0.448217,,4.44611,-0.00283349,-0.0503271,999,,,,"sa3010315"
"Jose E. Hernandez","LAD",0.0501,0.0479,0,4.31739,1,0,0,0,1,4.35,0.9425,0.5147,0.47971,0.145,0.4453,,0.04,0.9609,8.6481,4.0077,2.15787,1.305,0.220897,0.102368,0.11852873861789703,0.243874,1.3878,0.289075,0.736918,0.391907,,4.58558,-0.00284621,-0.048589,999,,,,"22318"
"Anderson Paulino","KCR",0.0462,0.0518,0,4.6134,1,0,0,0,1,4.427,1.0893,0.5561,0.5126,0.108667,0.4132,,0.0524,0.6775,6.0975,3.7188,1.63964,0.978,0.153038,0.0933363,0.0597018301486969,0.274979,1.5025,0.308838,0.700847,0.501098,,4.62095,-0.00286141,-0.043983,999,,,,"sa3007991"
"Jake McGee",,0.047,0.0509,0,4.42602,1,0,0,0,1,4.294,1.0049,0.5234,0.49178,0.156444,0.3168,,0.0386,0.8431,7.5879,2.8512,2.6613,1.408,0.196344,0.0737774,0.12256637215614319,0.255141,1.3217,0.288683,0.723965,0.332998,,4.58026,-0.00286547,-0.0476246,999,,,,"7550"
"Darin Gillies",,0.0465,0.0514,0,4.49082,1,0,0,0,1,4.357,0.9887,0.5346,0.49898,0.139667,0.4105,,0.0422,0.8802,7.9218,3.6945,2.14421,1.257,0.20202,0.0942162,0.10780354589223862,0.253234,1.3992,0.29435,0.718305,0.394997,,4.57985,-0.00287103,-0.0476342,999,,,,"sa875269"
"Franklyn Kilome",,0.0465,0.0515,0,4.49208,1,0,0,0,1,4.348,0.9978,0.5349,0.49912,0.141444,0.3839,,0.0504,0.8641,7.7769,3.4551,2.25085,1.273,0.198735,0.0882935,0.11044158041477203,0.254951,1.3817,0.294467,0.715397,0.400007,,4.57996,-0.0028723,-0.0476342,999,,,,"17861"
"Aaron Pinto",,0.0472,0.0533,0.0072,4.48011,0.9118,0.0188,0,0,1,4.373,0.984,0.5348,0.49779,0.134222,0.4366,,0.0426,0.8843,7.9587,3.9294,2.02542,1.208,0.202218,0.0998399,0.10237821936607361,0.252709,1.4206,0.295546,0.718592,0.412018,,4.58037,-0.00287697,-0.0476342,999,,,,"sa3006823"
"Tanner Andrews","SFG",0.0466,0.0514,0,4.22136,1,0,0,0,1,4.355,0.9745,0.5074,0.46904,0.117333,0.4209,,0.0378,0.9005,8.1045,3.7881,2.13946,1.056,0.206774,0.0966475,0.11012628674507141,0.250109,1.3954,0.297786,0.721287,0.440519,,4.26691,-0.00287722,-0.0505354,999,,,,"sa3007850"
"Antonio Velez",,0.0469,0.0511,0,4.41819,1,0,0,0,1,4.329,1.0251,0.5263,0.49091,0.143444,0.3418,,0.0417,0.8003,7.2027,3.0762,2.34143,1.291,0.184869,0.0789559,0.10591360181570053,0.259815,1.3669,0.293713,0.720878,0.388995,,4.58116,-0.00288594,-0.0476342,999,,,,"sa3014850"
"Robert Gsellman",,0.0464,0.0516,0,4.49163,1,0,0,0,1,4.34,1.0402,0.5373,0.49907,0.135556,0.3512,,0.0465,0.7691,6.9219,3.1608,2.18992,1.22,0.177212,0.0809217,0.09629032760858536,0.263856,1.3914,0.297811,0.710789,0.433991,,4.5836,-0.0029035,-0.0476246,999,,,,"13696"
"Aaron Slegers",,0.0462,0.0518,0,4.50432,1,0,0,0,1,4.382,1.0584,0.542,0.50048,0.121444,0.3932,,0.0425,0.7346,6.6114,3.5388,1.86826,1.093,0.16764,0.0897307,0.07790962606668472,0.268201,1.4516,0.303197,0.70975,0.478994,,4.58316,-0.00290868,-0.0476342,999,,,,"15231"
"Matt Andriese",,0.0466,0.0514,0,4.45806,1,0,0,0,1,4.296,1.0687,0.5329,0.49534,0.142333,0.2738,,0.04,0.737,6.633,2.4642,2.69175,1.281,0.171555,0.0637337,0.10782123357057571,0.268369,1.3425,0.298552,0.708167,0.429004,,4.48421,-0.00291045,-0.0476246,999,,,,"12022"
"Graham Spraker",,0.0469,0.051,0,4.41603,1,0,0,0,1,4.378,0.9379,0.526,0.49067,0.135,0.4822,,0.0417,0.9549,8.5941,4.3398,1.9803,1.215,0.218113,0.110142,0.1079716831445694,0.243351,1.4201,0.290464,0.726261,0.385989,,4.58338,-0.00291121,-0.0476342,999,,,,"sa3004024"
"Justin Dillon",,0.0481,0.056,0.0182,4.52232,0.7831,0.0461,0,0,1,4.353,1.0035,0.539,0.50248,0.140333,0.392,,0.044,0.8577,7.7193,3.528,2.18801,1.263,0.197037,0.0900528,0.10698369145393372,0.256191,1.3955,0.29571,0.714325,0.405982,,4.58341,-0.00291159,-0.0476342,999,,,,"sa659283"
"Max Castillo",,0.0465,0.0515,0,4.49802,1,0,0,0,1,4.303,1.0488,0.536,0.49978,0.149333,0.292,,0.0418,0.7627,6.8643,2.628,2.61199,1.344,0.177248,0.0678596,0.1093887984752655,0.264235,1.3408,0.294216,0.711122,0.405,,4.58381,-0.00291613,-0.0476342,999,,,,"21956"
"Bradley Brehmer","BAL",0.0481,0.0499,0,4.34106,1,0,0,0,1,4.354,1.0379,0.5233,0.48234,0.121222,0.3718,,0.05,0.7558,6.8022,3.3462,2.03281,1.091,0.173588,0.0853927,0.08819475769996643,0.263949,1.4097,0.300041,0.714845,0.477003,,4.49617,-0.00291936,-0.0510339,999,,,,"sa3020828"
"Peyton Remy",,0.0466,0.0513,0,4.48263,1,0,0,0,1,4.361,0.9676,0.5325,0.49807,0.141444,0.4107,,0.0618,0.9188,8.2692,3.6963,2.23716,1.273,0.210686,0.0941756,0.11650998145341873,0.248836,1.3783,0.292108,0.716611,0.379004,,4.58516,-0.00293142,-0.0476342,999,,,,"sa3005302"
"Daniel Duarte","MIN",0.047,0.051,0,4.38678,1,0,0,0,1,4.382,0.9725,0.5248,0.48742,0.123,0.4574,,0.0514,0.914,8.226,4.1166,1.99825,1.107,0.208581,0.104382,0.10419899225234985,0.251084,1.4299,0.29952,0.719647,0.427022,,4.46388,-0.00293622,-0.0491708,999,,,,"17480"
"Brett Schulze",,0.0472,0.0533,0.0073,4.47273,0.9093,0.0193,0,0,1,4.397,0.9602,0.5339,0.49697,0.130667,0.4787,,0.0491,0.9312,8.3808,4.3083,1.94527,1.176,0.211781,0.10887,0.102911077439785,0.248165,1.4389,0.295488,0.72056,0.410015,,4.58615,-0.00294266,-0.0476342,999,,,,"sa3011195"
"Jonah Scolaro",,0.0471,0.0509,0,4.37679,1,0,0,0,1,4.403,0.9657,0.5232,0.48631,0.127778,0.4785,,0.05,0.9125,8.2125,4.3065,1.907,1.15,0.207245,0.108676,0.09856916218996048,0.249245,1.4442,0.295645,0.727884,0.409005,,4.58809,-0.00296477,-0.0476342,999,,,,"sa3019817"
"Chasen Shreve",,0.0474,0.0505,0,4.31685,1,0,0,0,1,4.338,0.988,0.5152,0.47965,0.139111,0.3872,,0.0373,0.8801,7.9209,3.4848,2.27299,1.252,0.202882,0.0892577,0.11362380534410477,0.252459,1.3752,0.293298,0.728539,0.395006,,4.48822,-0.00296628,-0.0476342,999,,,,"10855"
"Sam Carlson",,0.0466,0.0514,0,4.43997,1,0,0,0,1,4.378,1.0155,0.5331,0.49333,0.125,0.4087,,0.0561,0.7988,7.1892,3.6783,1.95449,1.125,0.182458,0.0933531,0.08910461515188217,0.259506,1.4242,0.297886,0.713337,0.454999,,4.58828,-0.00296692,-0.0476342,999,,,,"sa3005015"
"Garrett McDaniels","LAD",0.0546,0.0564,0.0403,4.46877,0.5374,0.0984,0,0,1,4.394,1.0419,0.5386,0.49653,0.128111,0.4224,,0.0457,0.7691,6.9219,3.8016,1.82079,1.153,0.175034,0.0961311,0.07890304923057556,0.265391,1.4643,0.301711,0.72042,0.484644,,4.69802,-0.0029856,-0.048589,999,,,,"sa3020619"
"Kyle Zurak",,0.0464,0.0516,0,4.50576,1,0,0,0,1,4.376,1.0039,0.5382,0.50064,0.133,0.4193,,0.0463,0.8511,7.6599,3.7737,2.02981,1.197,0.194493,0.0958181,0.09867460280656815,0.256726,1.4232,0.297611,0.715441,0.421999,,4.59008,-0.00298738,-0.0476342,999,,,,"sa3004864"
"Tyler McKay",,0.0465,0.0514,0,4.43214,1,0,0,0,1,4.405,1.0337,0.5347,0.49246,0.114333,0.4284,,0.0579,0.7606,6.8454,3.8556,1.77544,1.029,0.172667,0.0972531,0.07541429251432419,0.263786,1.4621,0.302049,0.712271,0.491995,,4.59051,-0.0029923,-0.0476342,999,,,,"sa3007851"
"Ryan Bourassa","ATL",0.0495,0.0485,0,4.43466,1,0,0,0,1,4.376,0.9526,0.5278,0.49274,0.134111,0.4661,,0.0419,0.9822,8.8398,4.1949,2.10727,1.207,0.224452,0.106513,0.11793875694274902,0.246277,1.4187,0.29745,0.723753,0.390032,,4.46952,-0.00299685,-0.0462465,999,,,,"sa3022947"
"Tim Cate",,0.0476,0.0524,0.006,4.36194,0.9274,0.0154,0,0,1,4.383,1.0004,0.5233,0.48466,0.126444,0.4348,,0.0438,0.8272,7.4448,3.9132,1.90248,1.138,0.188729,0.0992015,0.08952771872282028,0.256224,1.4352,0.29618,0.724778,0.432997,,4.59166,-0.00300531,-0.0476342,999,,,,"sa3007926"
"Jason Creasy",,0.0464,0.0516,0,4.52835,1,0,0,0,1,4.342,0.9974,0.5376,0.50315,0.146444,0.3804,,0.0423,0.8732,7.8588,3.4236,2.29548,1.318,0.201105,0.0876094,0.1134960800409317,0.254484,1.3778,0.293468,0.716419,0.377997,,4.59196,-0.00300872,-0.0476342,999,,,,"sa598099"
"Logan Rinehart","BAL",0.0484,0.0496,0,4.31433,1,0,0,0,1,4.361,0.9842,0.5183,0.47937,0.124667,0.4321,,0.0429,0.8538,7.6842,3.8889,1.97593,1.122,0.195781,0.0990828,0.09669800847768784,0.253268,1.4163,0.295623,0.723163,0.444437,,4.50455,-0.00301612,-0.0510339,999,,,,"sa3010255"
"Jake Higginbotham",,0.0485,0.0543,0.0141,4.37931,0.8318,0.0358,0,0,1,4.326,1.0186,0.523,0.48659,0.141111,0.3452,,0.0445,0.7885,7.0965,3.1068,2.28418,1.27,0.18227,0.0797966,0.1024734154343605,0.258771,1.3638,0.291846,0.720947,0.402002,,4.59302,-0.00302085,-0.0476342,999,,,,"sa3007590"
"Dany Jiménez",,0.0459,0.0521,0,4.63482,1,0,0,0,1,4.425,0.9487,0.5493,0.51498,0.146444,0.4928,,0.0462,0.9475,8.5275,4.4352,1.92269,1.318,0.214124,0.111367,0.1027570515871048,0.244133,1.4415,0.287335,0.721566,0.354998,,4.79226,-0.00304822,-0.0476342,999,,,,"21170"
"Alan Carter",,0.0464,0.0516,0,4.51098,1,0,0,0,1,4.386,0.9848,0.5381,0.50122,0.133556,0.4505,,0.0418,0.892,8.028,4.0545,1.98002,1.202,0.203374,0.102713,0.10066119581460953,0.252921,1.4353,0.296793,0.718725,0.409989,,4.5956,-0.00305016,-0.0476342,999,,,,"sa3020817"
"Austin Ross",,0.0471,0.0508,0,4.60584,1,0,0,0,1,4.355,0.978,0.5463,0.51176,0.152444,0.421,,0.044,0.885,7.965,3.789,2.10214,1.372,0.203215,0.0966705,0.10654419660568237,0.251414,1.399,0.289409,0.719227,0.377192,,4.77326,-0.00306732,-0.0460121,999,,,,"sa3007817"
"Marcus Walden",,0.046,0.0519,0,4.54509,1,0,0,0,1,4.35,1.0825,0.5456,0.50501,0.131889,0.3278,,0.0418,0.6961,6.2649,2.9502,2.12355,1.187,0.160023,0.0753563,0.0846666619181633,0.271958,1.4103,0.30155,0.7055,0.465009,,4.59764,-0.00307327,-0.0476342,999,,,,"8004"
"Garrett Davila",,0.0473,0.0507,0,4.34835,1,0,0,0,1,4.329,0.9995,0.5186,0.48315,0.141444,0.3579,,0.0507,0.8167,7.3503,3.2211,2.28192,1.273,0.188658,0.082675,0.10598289966583252,0.254948,1.3574,0.289663,0.723492,0.389009,,4.59766,-0.00307352,-0.0476342,999,,,,"sa875052"
"José Marte",,0.0473,0.0507,0,4.3128,1,0,0,0,1,4.382,0.9532,0.5182,0.4792,0.116556,0.4979,,0.0475,0.9077,8.1693,4.4811,1.82306,1.049,0.207143,0.113624,0.0935189425945282,0.248449,1.4511,0.29749,0.724345,0.452016,,4.5025,-0.00307503,-0.0476342,999,,,,"21761"
"Justin Wilson",,0.0474,0.0506,0,4.42917,1,0,0,0,1,4.386,0.9761,0.5296,0.49213,0.140111,0.4327,,0.0507,0.8903,8.0127,3.8943,2.05755,1.261,0.202987,0.0986548,0.10433195531368256,0.250115,1.4088,0.291063,0.725027,0.419026,,4.65752,-0.00308017,-0.0492975,999,,,,"sa3008166"
"Keone Kela",,0.0474,0.0505,0,4.5018,1,0,0,0,1,4.35,0.9623,0.5349,0.5002,0.144222,0.442,,0.0407,0.9249,8.3241,3.978,2.09253,1.298,0.212621,0.101609,0.11101149022579193,0.24883,1.4043,0.292361,0.723061,0.387394,,4.63967,-0.00308895,-0.0502027,999,,,,"14696"
"Zac Rosscup",,0.0431,0.0549,0,5.01885,1,0,0,0,1,4.45,1.0821,0.5959,0.55765,0.147111,0.4317,,0.0499,0.8205,7.3845,3.8853,1.90063,1.324,0.184382,0.0970112,0.08737079799175262,0.272679,1.5138,0.311581,0.701842,0.425143,,4.88272,-0.00309018,-0.0353257,999,,,,"9419"
"Blake Holub","MIL",0.0467,0.0513,0,4.45482,1,0,0,0,1,4.365,0.9823,0.5319,0.49498,0.139556,0.4269,,0.0401,0.8806,7.9254,3.8421,2.06278,1.256,0.201741,0.0978007,0.1039404347538948,0.252001,1.4092,0.292839,0.722758,0.413144,,4.6205,-0.00309728,-0.0470502,999,,,,"sa3018147"
"Tim Holdgrafer",,0.0462,0.0517,0,4.52844,1,0,0,0,1,4.374,1.0262,0.5416,0.50316,0.132444,0.3954,,0.0488,0.8103,7.2927,3.5586,2.04932,1.192,0.185254,0.0903978,0.09485597163438797,0.261133,1.4216,0.29921,0.711872,0.433997,,4.60026,-0.00310308,-0.0476342,999,,,,"sa3019458"
"Roel Ramírez",,0.047,0.051,0,4.41252,1,0,0,0,1,4.352,1.0123,0.5282,0.49028,0.130222,0.3966,,0.0395,0.8197,7.3773,3.5694,2.06682,1.172,0.18835,0.0911305,0.09721966087818146,0.25851,1.4089,0.297399,0.718008,0.429689,,4.52827,-0.0031055,-0.0485637,999,,,,"16470"
"Daniel Norris",,0.0468,0.0512,0,4.42233,1,0,0,0,1,4.363,1.0125,0.5297,0.49137,0.130889,0.4046,,0.0507,0.8162,7.3458,3.6414,2.0173,1.178,0.187073,0.0927344,0.09433876723051071,0.259104,1.4171,0.29778,0.719209,0.435985,,4.60154,-0.0031176,-0.0476342,999,,,,"13475"
"Jesus Cruz",,0.0495,0.0485,0,4.44024,1,0,0,0,1,4.34,0.979,0.5282,0.49336,0.141111,0.3994,,0.0431,0.9238,8.3142,3.5946,2.31297,1.27,0.212857,0.0920276,0.12082947790622711,0.251187,1.3784,0.295803,0.719993,0.389035,,4.48082,-0.00311785,-0.046237,999,,,,"20042"
"Logan Gillaspie",,0.0464,0.0516,0,4.51215,1,0,0,0,1,4.335,1.0263,0.5375,0.50135,0.143333,0.348,,0.0429,0.809,7.281,3.132,2.32471,1.29,0.186621,0.0802768,0.10634371638298035,0.260211,1.3743,0.295132,0.712999,0.403008,,4.58451,-0.00313916,-0.0476246,999,,,,"22461"
"Andrew Walling","PHI",0.0481,0.0499,0,4.38165,1,0,0,0,1,4.413,0.9571,0.526,0.48685,0.126444,0.5197,,0.0474,0.8649,7.7841,4.6773,1.66423,1.138,0.195989,0.117766,0.07822342962026596,0.248862,1.4768,0.290993,0.73151,0.437664,,4.78176,-0.00315156,-0.0460026,999,,,,"sa3020319"
"Alejandro Mateo",,0.0469,0.0534,0.0069,4.5126,0.9134,0.0184,0,0,1,4.373,0.9999,0.5389,0.5014,0.134778,0.4224,,0.0428,0.8545,7.6905,3.8016,2.02296,1.213,0.195404,0.0965927,0.09881088137626648,0.255873,1.4223,0.296425,0.716109,0.417978,,4.60519,-0.00315915,-0.0476342,999,,,,"sa918495"
